MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
538009972,2024-09-14T03:48:44,28.7838,-89.6568,12.0,197.5,194.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T03:50:44,28.7862,-89.6505,12.1,37.9,40.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T03:52:44,28.7899,-89.6438,12.6,90.9,90.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T03:54:44,28.7926,-89.6366,12.1,25.5,26.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T03:56:44,28.7955,-89.6309,12.4,87.5,88.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T03:58:44,28.7978,-89.624,11.9,62.7,62.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:00:44,28.9,-88.9507,12.1,72.0,72.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:02:44,28.9004,-88.9499,11.8,220.2,220.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:04:44,28.9005,-88.9501,12.0,167.9,168.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:06:44,28.9006,-88.9497,12.2,217.4,217.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:08:44,28.9,-88.9505,12.2,69.0,68.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:10:44,28.9001,-88.9501,12.0,47.1,48.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:12:44,28.8996,-88.9497,11.9,336.7,337.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:14:44,28.9006,-88.9496,12.3,225.7,222.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:16:44,28.9006,-88.9498,11.7,204.8,207.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:18:44,28.9002,-88.9505,12.7,88.7,87.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:20:44,28.9002,-88.9503,11.5,94.5,95.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:22:44,28.9005,-88.9501,12.1,167.9,165.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:24:44,28.8998,-88.9497,12.1,325.7,326.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:26:44,28.9002,-88.9503,12.4,78.5,75.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:28:44,28.8998,-88.9501,11.7,12.8,9.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:30:44,28.8999,-88.9501,11.9,6.3,7.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:32:44,28.9005,-88.9503,12.1,146.2,147.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:34:44,28.9,-88.9504,12.3,60.6,61.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:36:44,28.9003,-88.9504,12.1,109.1,107.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:38:44,28.9002,-88.9503,12.0,100.6,101.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:40:44,28.9002,-88.9504,12.3,87.3,87.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:42:44,28.9001,-88.9502,12.4,58.9,57.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:44:44,28.9005,-88.9498,12.1,208.1,206.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:46:44,28.8998,-88.9495,12.4,312.2,310.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:48:44,28.9002,-88.9506,11.9,90.8,92.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:50:44,28.9003,-88.9501,12.3,159.8,162.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:52:44,28.9001,-88.9502,11.8,69.6,73.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:54:44,28.9005,-88.9493,12.1,246.9,248.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:56:44,28.9002,-88.9499,12.3,296.2,294.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T09:58:44,28.9003,-88.9499,12.3,217.4,217.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:00:44,28.9002,-88.9502,12.2,79.9,81.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:02:44,28.9008,-88.95,12.0,182.5,181.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:04:44,28.9001,-88.95,11.9,348.1,346.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:06:44,28.9005,-88.9502,12.2,152.9,153.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:08:44,28.8999,-88.95,12.3,351.7,351.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:10:44,28.9002,-88.95,11.8,347.1,344.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:12:44,28.9003,-88.9499,12.8,230.9,234.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:14:44,28.9004,-88.9504,12.1,120.1,122.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:16:44,28.8997,-88.9503,12.1,23.1,23.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:18:44,28.9,-88.9503,12.5,48.7,49.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:20:44,28.8998,-88.9502,12.4,19.0,21.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:22:44,28.8999,-88.9495,12.2,306.8,307.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:24:44,28.8999,-88.9504,12.3,50.8,49.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:26:44,28.9004,-88.9502,12.7,151.6,152.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:28:44,28.9007,-88.9503,12.6,150.8,151.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:30:44,28.9005,-88.9502,11.8,160.1,159.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:32:44,28.9,-88.9503,12.2,49.4,47.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:34:44,28.9009,-88.9503,12.1,161.7,161.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:36:44,28.8994,-88.9504,12.2,22.9,26.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:38:44,28.9002,-88.95,12.0,282.5,282.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:40:44,28.8997,-88.9497,12.2,326.4,327.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:42:44,28.9002,-88.9506,12.1,91.7,89.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:44:44,28.9004,-88.9505,12.3,114.9,116.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:46:44,28.9003,-88.9504,12.7,116.1,116.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:48:44,28.9,-88.9504,11.9,61.9,61.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:50:44,28.9,-88.9504,12.3,61.7,64.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:52:44,28.9002,-88.9498,12.1,271.0,271.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:54:44,28.9004,-88.9503,12.4,136.1,137.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:56:44,28.9,-88.9502,12.5,50.2,54.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T10:58:44,28.8995,-88.9498,12.2,339.5,339.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:00:44,28.8997,-88.9501,12.2,1.5,5.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:02:44,28.9003,-88.9501,12.1,149.9,153.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:04:44,28.9004,-88.9505,12.0,113.7,116.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:06:44,28.9003,-88.9498,12.1,242.2,240.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:08:44,28.9004,-88.95,12.4,195.0,193.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:10:44,28.8996,-88.9502,12.0,13.2,13.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:12:44,28.9004,-88.9503,12.2,134.4,139.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:14:44,28.901,-88.9503,11.8,161.4,161.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:16:44,28.9005,-88.9494,12.2,241.9,242.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:18:44,28.8999,-88.9493,12.0,292.4,293.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:20:44,28.9002,-88.95,12.0,328.7,332.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:22:44,28.9,-88.9502,12.4,35.3,37.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:24:44,28.9003,-88.9503,11.6,120.9,125.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:26:44,28.9008,-88.9504,11.9,154.2,155.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:28:44,28.9003,-88.9503,12.2,113.5,114.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:30:44,28.9,-88.9493,11.7,283.8,284.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:32:44,28.9009,-88.9502,12.3,167.2,167.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:34:44,28.9002,-88.9501,12.6,116.0,115.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:36:44,28.9002,-88.95,12.4,11.7,13.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:38:44,28.9003,-88.95,12.2,214.0,214.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:40:44,28.9009,-88.9496,12.2,208.0,208.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:42:44,28.9004,-88.9507,12.2,110.9,107.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:44:44,28.8999,-88.9497,12.4,317.1,319.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:46:44,28.9001,-88.9498,12.2,291.1,291.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:48:44,28.9002,-88.95,12.0,216.0,215.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:50:44,28.9001,-88.9492,12.7,273.9,273.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:52:44,28.9005,-88.95,12.2,182.4,184.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:54:44,28.8999,-88.9502,12.0,27.3,27.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:56:44,28.9005,-88.9499,12.5,207.1,208.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T11:58:44,28.9006,-88.9502,12.3,152.2,151.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:00:44,28.9001,-88.9496,12.4,278.7,277.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:02:44,28.9007,-88.9503,12.4,155.6,158.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:04:44,28.9003,-88.9498,12.3,243.8,242.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:06:44,28.8999,-88.9502,11.6,28.8,31.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:08:44,28.9005,-88.95,12.1,187.5,187.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:10:44,28.9006,-88.9496,12.1,221.6,219.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:12:44,28.9004,-88.9497,12.4,236.1,235.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:14:44,28.9003,-88.9496,12.2,252.8,251.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:16:44,28.9006,-88.9503,11.7,146.8,150.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:18:44,28.9006,-88.9499,12.1,191.3,193.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:20:44,28.9005,-88.95,12.1,183.9,182.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:22:44,28.9,-88.95,12.1,344.4,347.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:24:44,28.9004,-88.9501,12.1,162.9,166.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:26:44,28.9003,-88.9499,12.2,233.1,231.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:28:44,28.8999,-88.9501,11.8,14.3,15.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:30:44,28.8999,-88.9502,12.2,28.2,28.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:32:44,28.8999,-88.9498,12.1,325.8,326.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:34:44,28.9001,-88.95,12.3,332.8,335.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:36:44,28.9002,-88.9505,12.0,85.5,88.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:38:44,28.9002,-88.95,12.3,216.6,218.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:40:44,28.9007,-88.9499,12.1,193.2,193.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:42:44,28.9,-88.95,12.4,352.3,356.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:44:44,28.9002,-88.9502,12.0,92.3,91.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:46:44,28.8997,-88.9497,11.6,324.7,323.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:48:44,28.9,-88.9503,12.3,57.5,55.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:50:44,28.9,-88.9497,11.9,305.5,304.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:52:44,28.9003,-88.9502,12.1,117.4,118.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:54:44,28.9008,-88.95,11.9,183.9,182.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:56:44,28.8999,-88.9499,12.2,330.4,329.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T12:58:44,28.9003,-88.9503,12.3,119.0,119.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T13:00:44,28.9003,-88.9504,12.1,117.9,120.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
538009972,2024-09-14T13:02:44,28.8995,-88.95,12.1,357.1,359.0,PACIFIC TRADER,0000000,,80,0,183,32,12.0,0,A
